Câu hỏi ,Trả lời,Pattern
Làm sao để học tốt môn chuyên ngành?,"Muốn học tốt môn chuyên ngành trước hết phải học tốt môn cơ sở ngành, đó là những môn có kiến thức cơ bản nhất, tạo nền tảng học môn chuyên ngành",
Điều kiện để sinh viên được làm luận văn tốt nghiệp ngành Công nghệ thực phẩm?,"Cho đến thời điểm này, tất cả sinh viên ngành công nghệ thực phẩm nếu đến thời điểm làm luận văn có tổng số tín chỉ tích lũy đủ theo Quy chế 43 đều được bộ môn cho thực hiện luận văn tốt nghiệp",
Sinh viên theo học ngành công nghệ thực phẩm có được đăng ký học Sư phạm ,Hiện nay ngành Công nghệ thực phẩm đã được nhà trường phân bổ chi tiêu đào tạo Sư phạm (30 chỉ tiêu/năm học 2014-2015). Sinh viên chỉ được đăng ký học chương trình sư phạm vào đầu học kỳ I của năm nhất. thành ý tưởng cũng như cách thực hiện một đề tài nghiên cứu khoa học,
Sinh viên có thể bắt đầu nghiên cứu khoa học từ năm học thứ mấy?,"Việc nghiên cứu khoa học vào năm mấy còn tùy thuộc vào sự say mê nghiên cứu khoa học và quỹ thời gian của từng bạn sinh viên. Đối với ngành CN Thực phẩm các bạn có thể bắt tay vào nghiên cứu khoa học sau khi đã hoàn thành xong một số môn cơ sở ngành như Hóa học Thực phẩm, Vi sinh Thực phẩm, Hóa sinh…tức là khoảng cuối năm 2 hoặc trong năm 3",
Sinh viên ngành Công nghiệ môi trường có thể tham gia nghiên cứu khoa học thuộc lĩnh vực nào?,Nghiên cứu điều chế các vật liệu hấp phụ dùng trong xử lý nước và nước thải.Nghiên cứu công nghệ xử lý nước và nước thải bằng các phương pháp lý hoá và sinh học.Nghiên cứu tận dụng phế phẩm và nguồn năng lượng tái tạo.Đánh giá hiện trạng và giải quyết các vấn đề ô nhiễm môi trường và suy thoái tài nguyên thiên nhiên,
"Nhà trường, khoa và Bộ môn tạo điều kiện gì cho sinh viên thực hiện nghiên cứu khoa học?","Sinh viên (nhóm sinh viên) sẽ được hỗ trợ một phần kinh phí để thực hiện đề tài NCKH từ nhà trường.Được phép sử dụng cơ sở vật chất, trang thiết bị của Khoa, trường thực hiện nghiên cứu.Được sự hướng dẫn của các Thầy cô quản phòng thí nghiệm về việc vận hành thiết bị, máy móc",
Sinh viên của Khoa có được giải thưởng về nghiên cứu khoa học chưa?,"Sinh viên ngành công nghệ môi trường đã từng đạt nhiều giải thưởng nghiên cứu khoa học như giải thưởng Euréka, giải thưởng Vifotech,…",
Sinh viên có được đóng ý kiến về bài giảng của giảng viên không? Nếu có thì hình thức đó diễn ra như thế nào?,"Mỗi học kỳ sinh viên được đánh giá về bài giảng, phương pháp giảng dạy, nội dung môn học, giáo trình,… thông qua trang web đánh giá online. Ngoài ra, sinh viên có thể đóng góp ý kiến trực tiếp cho Giảng viên hoặc qua hòm thư của khoa (kcnhtp@hcmute.edu.vn) trong suốt quá trình học. Những ý kiến đóng góp của sinh viên sẽ được tổng hợp và phản hồi đến giảng viên đứng lớp nhằm góp phần giúp giảng viên cải thiện, đáp ứng yêu cầu học tập của sinh viên",
hiện nay còn nợ một số tín chỉ. Vậy cô cho em hỏi là em có thể đăng ký làm Đồ án Tốt nghiệp với các bạn được không,"Tùy theo yêu cầu của Bộ môn đối với sinh viên các khóa. Như vậy, năm học này Bộ môn sẽ tổ chức cho các bạn sinh viên khóa 2020 làm Đồ án tốt nghiệp. Nếu em đủ các điều kiện trên thì có thể đăng ký để làm đề tài tốt nghiệp",
Ngành CN môi trường có chương trình phục vụ sư phạm hay không?,"Từ khóa 2015 ngành CN Môi trường được đào tạo thêm chương trình sư phạm (có điều kiện xét tuyển). Tuy nhiên, những khóa 2014 trở về trước thì vẫn có thể đăng ký học thêm chứng chỉ Sư phạm do Viện SPKT tổ chức hằng năm và thường tổ chức vào học kỳ hè.",
Sinh viên học ngành CN Môi trường thì nên đọc những cuốn sách nào để bổ sung kiến thức ạ?,"Đối với mỗi môn học, giảng viên đều giới thiệu tài liệu học tập và tài liệu tham khảo cho các em, ít nhất cũng vài ba cuốn, vì vậy trước tiên em cần đọc hết những sách mà giảng viên giới thiệu, nếu thấy chưa đủ, em có thể liên hệ giảng viên để hỏi thêm hoặc lên Văn phòng Khoa/thư viện trường để mượn sách về lĩnh vực môi trường tham khảo thêm.",
"Các môn thực tập tham quan và thực tập tốt nghiệp, SV có phải đăng ký qua mạng không?","Đối với các môn thí nghiệm, đồ án, tham quan, thực tập…Bộ môn sẽ gửi danh sách lên phòng Đào tạo. Vì vậy các em không phải đăng ký qua mạng.",
Điều kiện để được học vượt môn Anh văn chuyên ngành ngành CNTP?,"Sinh viên phải học qua AV1, 2 và 3 thì có thể đăng ký học vượt Anh văn chuyên ngành. Anh văn chuyên ngành giúp SV có thể đọc được các tài liệu tiếng Anh khi bước vào các các môn chuyên ngành",
Khoa CNHH&TP tổ chức những hoạt động nào để cho sinh viên có ngày CTXH và cộng điểm rèn luyện?,"Hàng năm, Khoa đều có Kế hoạch tổ chức các hoạt động và khi có hoạt động diễn ra thì đoàn sẽ đưa lên facebook của khoa để ban cán sự lớp thông báo về cho lớp. Các hoạt động được thông báo là cộng điểm rèn luyện đều phải được nộp danh sách người tham gia, tuy nhiên các hoạt động cộng điểm rèn luyện thường giới hạn số lượng người, do đó lớp phải tự sắp xếp phân chia cho đồng đều người tham gia",
"Không còn chức danh cố vấn học tập, sinh viên có thắc mắc sẽ hỏi ai và ở đâu?","Trường đã quy định thay CVHT bằng đội ngũ Tư vấn viên của các khoa. Khoa Cơ khí động lực đội ngũ tư vấn gồm 8 thành viên: Nguyễn Văn Long Giang, Dương Tuấn Tùng, Nguyễn Lê Hồng Sơn, Phan Nguyễn Quí Tâm, Mai Thị Lai, Nguyễn Minh Quốc, Nguyễn Thị Huyền. SV có thể liên hệ trao đổi trực tiếp với tư vấn viên theo lịch trực, bằng điện thoại, email hoặc trao đổi chung với nhóm qua email: tuvanvien.ckd@gmail.com, facebook: tuvanvien.ckd@gmai.com.",
"Sinh viên học vượt tiến độ so với kế hoạch, có được làm đồ án tốt nghiệp trước hạn?",Sinh viên học vượt nếu đáp ứng đầy đủ các quy định về điều kiện thực hiện đồ án tốt nghiệp thì sinh viên làm đơn xin làm đồ án tốt nghiệp trước và nộp cho thư ký khoa.,
Làm thế nào để đăng ký học vượt các môn thực tập chuyên ngành?,"Sinh viên khoa CKĐ có thể đăng ký học vượt các môn chuyên ngành, nhưng các em phải chú ý các môn học trước và môn học sau để kiến thức chúng ta là đầy đủ liên tục .",
Làm thế nào sinh viên tiếp cận các thông tin trong việc đăng ký môn học với các môn bỏ và đổi mã môn học.,"Hiện nay khoa đã thực hiện công bố các môn học tương đương trên website của khoa, các em tham khảo để biết môn học tương đương thay thế giữa các chương trình đào tạo",
"Có những sinh viên chỉ còn 1 môn học vẫn không đăng ký học được, Trường có phương án nào hỗ trợ?","Nếu còn duy nhất 01 môn học, các em liên hệ ban tư vấn để có hướng giải quyết phù hợp.",
Làm đồ án tốt nghiệp nếu không hoàn thành theo tiến độ có thể chuyển sang học kỳ tiếp theo để bảo vệ được không?,"Không được bảo lưu, sinh viên phải đăng ký lại đồ án tốt nghiệp ở học kỳ kế tiếp.",
Sinh viên muốn đi thực tập thì liên hệ ai? SV có thể tự tìm nơi thực tập được không?,Liên hệ trực tiếp giảng viên được phân công hướng dẫn các em thực tập tốt nghiệp hoặc ban chủ nhiệm khoa.,
Sinh viên có thể mượn dụng cụ hỗ trợ tại các xưởng thực tập phục vụ cho việc làm đồ án tốt nghiệp được không? Cần thủ tục gì?,Sinh viên liên hệ trực tiếp các thầy quản lý xưởng thực tập thí nghiệm.,
"Sinh viên có ý tưởng về sản phẩm, về nội dung đề tài tốt nghiệp, có thể nhờ các Thầy giúp đỡ?",Sinh viên hoàn toàn có thể trao đổi với các thầy có cùng lĩnh vực nghiên cứu để hỗ trợ và hướng dẫn đồ án tốt nghiệp,
SV có thể trao đổi với GV bằng tiếng Anh?,Các thầy sẽ sẵn long trao đổi với các em trong các lĩnh vực chuyên ngành bằng tiếng anh,
Đối với những môn thuộc chuyên ngành may có số tín chỉ là 1 thì có đảm bảo lượng kiến thức hay không?,Tuy chỉ có 1 tín chỉ nhưng vẫn cung cấp đủ lượng kiến thức cho sinh viên,
Muốn được tổ chức sự kiện như triễn lãm ngoài trời hay festival thì phải chuẩn bị như thế nào?,"Cần có thời gian, kinh phí tổ chức và kế hoạch cụ thể thông qua cố vấn học tập lớp, Bộ môn TKTT và Khoa để sự kiện diễn ra hoàn hảo và có ý nghĩa",
Khi nào chúng em đủ điều kiện tổ chức fashion show?,"Khi lớp đã chuẩn bị đủ trang phục, tự vận động được kinh phí tổ chức, gửi đơn xin phép tổ chức cho Khoa và được Khoa chấp t",
"Em không có năng khiếu vẽ, tính thẩm mỹ cũng kém. Hiện tại em đang học ngành công nghệ may. Vậy có khó khăn đối với em không? SV ngành công nghệ may có học vẽ nhiều không?","Năng khiếu là trời cho, nếu không có thì phải rèn luyện. Ngành TKTT cần vẽ nhiều hơn ngành May, các em có thể rèn luyện được.",
"Công dụng của phiếu giao bài trong thực hành xưởng là gì? Phiếu giao bài gây cho sinh viên em nhiều áp lực và căng thẳng. Khi có phiếu giao bài, SV đều chạy theo tiến độ mà không đảm bảo chất lượng và mất nhiều thời gian.","Mục đích của phiếu: Giao phần việc mà SV phải hoàn tất trong một ngày thực hành để tránh việc kéo dài, không hoàn tất sản phẩm khi kết thúc thời gian học chứ không phải bắt SV chạy theo số lượng mà không có chất lượng.",
Sinh viên ngành Thiết Kế Thời Trang đi thực tập trong học kỳ nào?,"Sinh viên TKTT thực tập vào học kỳ 2 năm thứ 4, theo đúng lịch và theo các công ty do Bộ môn giới thiệu. Nếu có điều kiện, các em có thể tự liên hệ với công ty để xin đi thực tập ở học kỳ hè năm 3 và  xin giấy giới thiệu ở phòng TS&CTSV",
"Ngoài tiếng Anh, chúng em có cần học thêm Tiếng Hàn, Trung, Nhật không?","Tiếng Anh là tiếng thông dụng nhất hiện nay, là một lợi thế khi tham gia tuyển dụng . Các tiếng khác nếu có điều kiện SV có thể học thêm càng tốt",
Bằng Đại học May ở trường mình có thể sử dụng để nộp đơn vào vị trí quản lý hay các chức vụ cao trong công ty ở nước ngoài không?,Bằng cấp của ĐH Việt Nam thì nước ngoài không công nhận nhưng năng lực cá nhân mới là quan trọng và chắc chắn SV phải học lại để có được bằng cấp nước ngoài để hợp pháp đi làm.,
"Sau khi học xong một số môn như Thiết kế thời trang 3D, thiết kế túi xách, stylist, em hy vọng Khoa sẽ thống kê lại những SV cùng sở thích để học thêm 1 khóa đi sâu vào ngành TKTT ?","Trong tương lai, theo sự chỉ đạo của Nhà trường chắc chắn các Khoa sẽ tiến hành xây dựng chuyên ngành hẹp: Quản lý đơn hàng; Bếp ăn công nghiệp.",
"Khoa có thể xếp cho ngành TKTT học thêm một số môn học có tính sáng tạo hơn, có thêm điều kiện để trao đổi và học tập kinh nghiệm với một số nhà thiết kế nổi tiếng?","Chương trình 150TC mới, khoa đã lồng ghép một số nội dung mới cần thiết vào các môn học. Sắp tới, khi có điều kiện sửa đổi, BM sẽ cập nhật  thêm một số nội dung thiết thực để SV có cơ hội học hỏi. Tuy nhiên việc mời các nhà Thiết kế thời trang nổi tiếng đến trao đổi với SV còn hạn chế, do điều kiện kinh phí của Trường",
Khoa có thể cung cấp thông tin liên quan đến học bổng ngành thời trang trong và ngoài nước từ các chương trình khuyến học dành cho SV?,"Các thông tin về học bổng khi có Khoa sẽ đưa lên trang web Khoa, facebook, SV nên thường xuyên theo dõi để cập nhật.",
"Ngành CNM có đào tạo sau Đại học không? Nếu có, em sẽ học ở đâu?","Ngành Công nghệ may sẽ có cơ hội học tiếp lên Cao học “Công nghệ dệt may” ở ĐH Bách khoa Hà Nội . Nếu các em có dự định đi dạy thì nên học cao học, còn nếu chỉ đi làm thì không cần thiết phải học cao học. SV có thể liên hệ các GV ở BM CNM của khoa để biết thêm thông tin",
Một số máy móc trong xưởng bị hư và không sử dụng được. Tại sao Khoa không thuê thợ sửa chữa hoặc đầu tư máy móc tốt hơn để thuận lợi trong công tác giảng dạy?,,
Đồ án tốt nghiệp ngành TKTT có đăng ký làm theo nhóm được không?,"Đồ án tốt nghiệp có thể làm theo nhóm hoặc cá nhân. Nhóm nhỏ từ 1-2 SV, nhóm lớn tối đa là 3 SV. Nếu làm đồ án theo nhóm đòi hỏi các thành viên trong nhóm phải hợp ý với nhau về cách chọn tên đề tài và hướng nghiên cứu. Tuy nhiên, đề tài đăng ký theo nhóm phải ở  mức độ khá lớn và do giáo viên xem xét trước khi thực hiện đề tài. SV có thể kiến nghị đưa tên đề tài hoặc do GV gợi ý cho SV nhưng quyết định cuối cùng vẫn là do SV, nhằm đưa đề tài có tính ứng dụng vào thực tế",
"Anh văn chuyên ngành là môn học quan trọng cho sv khi ra trường. Tuy nhiên, chúng em chỉ học Tiếng Anh trong 1 học kỳ. Để không bỡ ngỡ khi ra trường, em kiến nghị Thầy cô có thể tạo môi trường anh ngữ trong học tập để cải thiện kỹ năng tiếng Anh cho chúng em.","Một số môn học, dù không phải là Anh văn chuyên ngành, Giáo viên cũng đã yêu cầu SV tiếp cận với tài liệu Anh văn chuyên ngành để SV có môi trường tự học. Tuy nhiên, điều này còn phụ thuộc vào ý thức tự rèn luyện của SV",
Em có thể học nghiệp vụ sư phạm ở đâu? ,Đăng ký vào học kỳ hè năm 3 là tốt nhất. Đăng ký học ở Viện Sư Phạm Kỹ Thuật (trước đây là khoa SPKT).,
"Em học ngành Công nghệ may, em có thể chuyển sang học ngành TKTT mà không cần thi tuyển sinh lại không? Nếu chuyển được thì thủ tục như thế nào?","Không được chuyển ngành vì khác khối thi, SV phải thi lại đầu vào.",
Em học CNM nhưng em cũng muốn học thêm ngành TKTT. Em nên học ở ngoài trường hay trong trường? Cô có thể giới thiệu cho em một vài nơi uy tín ở ngoài trường được không? Học trong trường thì thời gian nào là phù hợp?,"Các em phải cố gắng hoàn tất nhiệm vụ học tập của mình theo ngành, nếu thích thiết kế thì học thêm về thiết kế. Các em tham khảo lịch học của TKTT để đăng ký học…",
Thầy cô ngành TKTT có dạy thêm cho sv vào học kỳ hè đối với các bạn muốn học thêm ngành thiết kế?,Thầy cô không dạy thêm vào học kỳ hè.,
Em muốn học thiết kế nhưng lại không có năng khiếu vẽ cơ thể người. Vậy em có nên học vẽ thêm ở bên ngoài không?,"Học hay không là tùy ở em, nhưng cần hết sức cố gắng. Nếu cố gắng, có thể sẽ vẽ tốt hơn. Nhưng, để thành công trong ngành May công nghiệp, không chỉ cần duy nhất kỹ năng vẽ. SV cũng cần dành thời gian cho nhiều kỹ năng khác nữa",
Em nên mua loại máy may nào để thực tập thêm ở nhà? Thầy Cô cho em thêm thông tin về giá cả được không?,Việc thực hành thêm sau giờ học là rất cần thiết để rèn luyện tay nghề cho SV. Các em tự cân nhắc việc mua thiết bị ( có thể mua máy đã qua sử dụng) để hoàn thiện tay nghề cho chính mình.,
"Tại sao trong chương trình học ngành CNM không có môn học về trang trí trang phục như cách phối màu trên trang phục, các họa tiết in thêu, các kiểu trang trí như đính cườm, kim sa, các kiểu viền, nẹp. Chúng em thường tự tìm hiểu và không có kinh nghiệm nên trang phục không hài hòa, thiếu ý tưởng để làm cho các bộ trang phục?","Trong ngành May, các em được học môn Vẽ mỹ thuật, đó là kiến thức cơ bản để các em vận dụng vào trang trí. Trong môn này đã trang bị kiến thức cho các em, các em phải tự khai thác và ứng dụng hoặc nhờ giáo viên phụ trách môn học hỗ trợ.",
TKTT: Sv năm 3 và năm 4 mới được học vẽ người mẫu và mô tả vải. Tại sao khoa không xếp những môn đó vào học kỳ 2 năm I và năm II?,"Chương trình đạo tạo của chuyên ngành cần được sắp xếp một cách có logic và khoa học.  Với ngành học TKTT, việc vẽ người và vẽ mô tả vải, đòi hỏi SV phải có một lượng kiến thức  cơ bản nhất định về vẽ hình họa và mỹ thuật. Vì thế, môn học này được xếp từ năm 3 là hợp lý. Nếu muốn tham gia các cuộc thi, em phải tự tìm hiểu để cập nhật kiến thức cho mình.",
Tại sao không thành lập một CLB thời trang cho các người mẫu để tạo ra một đội ngũ người mẫu chuyên nghiệp.,Hiện tại có CLB Sóng Biển nhưng hoạt độn chưa tích cực vì vậy các em liên hệ tham gia CLB để CLB mạnh hơn.,
"Nếu chúng em không xin được nơi thực tập, Khoa có thể giới thiệu cho chúng em không? Có khi nào, chúng em không xin được nơi thực tập không?","Theo qui định của Khoa, GV hướng dẫn TT tốt nghiệp sẽ liên hệ nơi TT cho SV.Tuy nhiên nếu SV nào có thể tự liên hệ nơi TT, GV sẽ xin công văn riêng cho SV. Sẽ không có trường hợp SV không có nơi TT tốt nghiệp.",
Môn Lý có liên quan gì đến ngành CN May? Em thấy môn Lý không có vận dụng gì trong ngành May? Tại sao phải học? ,"Đây là chương trình khung của Bộ. Hiện tại, chương trình 150 TC đã giảm thời  lượng cho các môn học thuộc nhóm khoa học tự nhiên. Thời lượng kiến thức hiện nay, thật sự cần thiết cho những ứng dụng sau này trong chuyên ngành May.",
"Sau khi ra trường, em có nguyện vọng về quê làm việc. Tuy nhiên, nhiều người cho rằng em nên đi làm ở những công ty lớn trước để lấy kinh nghiệm, sau đó về quê xin việc làm. Cô cho em xin ý kiến.","Gần đây, có rất nhiều Công ty May từ các tỉnh liên hệ với Khoa để xin tuyển dụng sinh viên tốt  nghiệp như: Công ty May Hòa Thọ (Đà Nẵng); Công ty Scavi (Huế); Công ty Nam LONDON ( Tiền Giang); Công ty TNHH may mặc đồ bơi Thống Nhất (Khánh Hòa) … ",
"Ngành CN May có được đi du học không? Nếu có, thường du học ở những nước nào? Chi phí du học như thế nào?","Nếu SV tìm được học bổng, có thể du học sau Đại học: Thạc sĩ, Tiến sĩ. Tuy nhiên, ngành May ít có du học hệ Đại học.",
Trong một lớp có giới hạn số sv làm đồ án tốt nghiệp không? Làm đồ án tốt nghiệp thay thế cho học môn tốt nghiệp thì cần những thủ tục gì?,"Không giới hạn. Điểm trung bình tích lũy từ 6.5 trở lên. Sinh viên viết đơn xin làm đồ án tốt nghiệp trong đó có tên đề tài và tên Giáo viên hướng dẫn. Lớp trưởng tổng hợp danh sách gửi cho Trưởng Bộ môn các ngành: CNM (Thầy Châu), KTGĐ (Cô Kim Chi), TKTT (Cô Khanh). Sau đó, Bộ môn họp lại và xem xét có cho sv làm đồ án hay không.Sv làm đồ án đóng học phí tương đương với 7 tín chỉ",
Môn Anh văn chuyên ngành thường ứng dụng trong công ty may như thế nào?,"Cô Khanh đã có giới thiệu tổng quát trong buổi học đầu tiên môn Anh văn chuyên ngành, chủ yếu giúp sv nghiên cứu tài liệu. SV càng nhớ nhiều thuật ngữ Anh văn chuyên ngành thì tính ứng dụng của nó trong công ty sẽ càng cao",
"Khi đi làm, ngoài kiến thức chuyên ngành về may, em có cần trang bị thêm kiến thức hay bằng cấp gì không? Có phải trong công ty may thường ứng dụng tin học Excel và Access không?","Ngoài kiến thức chuyên ngành, sv cần trang bị thêm kỹ năng giao tiếp. Để có được một vị trí tốt, sv càng phải có nhiều kỹ năng. Trong công ty sử dụng rất nhiều phần mềm, tùy theo từng vị trí công việc sẽ có ứng dụng các phần mềm khác nhau",
Thầy Cô có thể hướng dẫn em cách mua máy may công nghiệp được không? Mua ở đâu là tốt nhất?,Liên hệ Thầy Châu để được hướng dẫn cách mua và kiểm tra máy,
"Giáo trình môn Thiết kế trang phục 1 có đề cập đến lĩnh vực thiết kế nội y khá hấp dẫn. Tuy nhiên, sv không được học trong các môn chuyên ngành. Sv có thể liên hệ học môn này ở đâu","Lĩnh vực nội y không được nghiên cứu sâu trong chương trình học vì GV không có nhiều thời gian và chương trình học bị khống chế bởi số tín chỉ dành cho các môn đại cương và môn chuyên ngành. Bộ môn TKTT đã đăng ký với thư viện Trường mua sách về lĩnh vực nội y. SV có nhu cầu đọc sách, liên hệ Cô Khanh hoặc Cô Luyên để biết tên sách và tìm mượn đọc tại thư viện",
Em thích may nhưng chưa có nhu cầu mua máy may. Em có thể xin vào xưởng để may sản phẩm em thích được không?,"Nếu xưởng có dư máy, SV xin phép GV vào thực hành may. Tuy nhiên, SV phải chấp hành nội quy xưởng.",
"Sinh viên không đủ điều kiện thực tập sớm, nhưng có nguyện vọng thực tập có thể xem xét và hỗ trợ không?",Khi muốn thực tập sớm sinh viên phải đáp ứng theo đúng quy định của Khoa (theo thông báo đã được đăng trên website Khoa).,
Sinh viên Khoa Kinh tế có thể học thêm văn bằng 2 không? (học song  song) Nếu có thể chúng em có thể học những ngành gì? Có thể học song song với ngành sư phạm Tiếng Anh không?,"Văn bằng 2 là hệ đào tạo dành cho người đã có 1 bằng đại học vì vậy nếu chưa có bằng đại học thì sinh viên không thuộc đối tượng được đăng ký thi và học VB2.Sinh viên có thể học song song ngành SP tiếng Anh nếu đáp ứng yêu cầu học cùng lúc 2 ngành của Phòng Đào tạo (điều 17, quy chế 43), hoặc xem xét đăng ký dự thi và học tại chức ngành SP Tiếng Anh tại trường hoặc của 1 trường khác có đào tạo tại chức ngành này",
"Sinh viên thấy thời gian kiến tập quá ngắn nhưng nội dung trong báo cáo thì quá nhiều, sợ không đủ thời gian và điều kiện để tìm hiểu.",Nội dung kiến tập đã được toàn thể giảng viên của Bộ môn KTTC thông qua do đó phù hợp với thời gian cũng như thời lượng của môn học,
"Nếu sinh viên chỉ tự xin vào kiến tập được ở 1 công ty rất nhỏ, chỉ có 1 kế toán thì làm sao có thể mô tả được bộ máy kế toán như nội dung của báo cáo kiến tập, hoặc nếu sinh viên xin được vào công ty kiểm toán, ngân hàng thì có được không hay bắt buộc phải là mảng kế toán doanh nghiệp?","Dù công ty nhỏ chỉ có 1 nhân viên kế toán thì sinh viên vẫn có thể mô tả được bộ máy kế toán của công ty. Công ty kiểm toán, ngân hàng hay loại hình doanh nghiệp nào thì cũng có bộ phận kế toán do đó sinh viên vẫn có thể mô tả được bộ máy kế toán của công ty. Tuy nhiên, Bộ môn có khuyến khích sinh viên thực tập tại các công ty thực hiện chế độ kế toán tài chính để dễ tiếp cận hơn",
"Sinh viên QLCN hỏi: Hè này em đăng ký thực tập sớm nhưng trong thời gian thực tập em có khó khăn không thể tiếp tục thực tập nữa, em muốn chuyển qua kỳ sau thì có được không ạ? Nếu vậy có ảnh hưởng gì đến kết quả học tập của em không?","Em có quyền chuyển qua kỳ sau, Nếu chưa đóng học phí thì không sao, chỉ cần báo với GVHD là được, còn đã đóng học phí thì phải xin rút tên",
"Khi đăng ký thực tập tốt nghiệp, nếu trước đó em đã thực tập rồi thì có thể lấy kết quả đó được không?",Thời gian em thực tập có được sự đồng ý của BCNK hay không. Kết quả thực tập đó có được sư đồng ý của GV hướng dẫn của em không. Thực tế việc thực tập của em nếu diễn ra như vậy thì chưa được sự cho phép của BCNK và không xác định được việc thực tập của em là có hay không nên kết quả đó sẽ không được công nhận,
Sinh viên phải đạt 80% tín chỉ thì mới được đăng ký thực tập nhưng em còn thiếu 3 tín chỉ mà em vẫn đi thực tập thì em có được công nhận điểm không ạ?,"Không được. Vì theo quy định phải đảm bảo số tín chỉ chung để đảm bảo kiến thức cơ bản, tạo nền tảng cho các em có thể tiếp cận kiến thức khi đi thực tập đảm bảo việc thực tập được hiệu quả. Điều đó để chứng tỏ những sinh viên hoàn thành được chương trình học sớm, ra trường sớm phải thật sự là sinh viên xuất sắc",
Khoa có hỗ trợ tìm chỗ thực tập cho sinh viên không?,"Trên nguyên tắc sinh viên tự tìm đơn vị thực tập, khoa đã đăng danh sách các công ty có sinh viên khóa trước thực tập để các em tham khảo và liên hệ. Ngoài ra, khoa vẫn luôn có sự hỗ trợ giới thiệu các đơn vị thực tập cho các em trên cơ sở quen biết.",
Điểm khóa luận tốt nghiệp có sự chênh lệch giữa các hội đồng?,"Việc phân công Hội đồng bảo vệ khóa luận được khoa, bộ môn xem xét một cách kỹ lưỡng dựa trên chuyên môn, chuyên ngành giảng dạy của từng giáo viên. Công tác phản biện, chấm bài cũng được quy định cụ thể theo từng thang điểm để có cơ sở đánh giá và chấm điểm một cách chính xác, công bằng nhất cho các em. Không có sự chênh lệch điểm giữa các hội đồng",
Có nhất thiết phải xin con dấu của đơn vị thực tập không? ,Con dấu của đơn vị thực tập bắt buộc phải có để minh chứng cho việc sinh viên có thực tập ở công ty đó hay không.,
 Việc kiến tập đối với sinh viên ngành Kế toán?,"Bộ môn đã gửi nội dung, kết cấu, báo cáo kiến tập cho cố vấn học tập. Sinh viên có thể tổ chức họp lớp để được phổ biến lại rõ nhất",
"Thời gian thực tập là năm 4, nhưng nếu năm 3 một số bạn muốn đi thực tập để năm 4 không đi thì có được không?",Sinh viên có thể xin đi thực tập sớm nhưng phải cân nhắc xem đã có đủ kiến thức chuyên ngành chưa và đi thực tập phải bảo đảm số thời gian tương ứng với số tín chỉ thực tập.,
Nếu sinh viên về quê thực tập thì vấn đề liên hệ với giáo viên hướng dẫn như thế nào?,"Trong thời gian đi thực tập Sinh viên chịu sự quản lý của giáo viên hướng dẫn, do đó sinh viên phải xin phép GVHD và phải thực hiện đúng kế hoạch thực tập theo lịch học vụ của Khoa và của GVHD.",
